tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2026-M-ITF-TUR-2026-006,M25 Antalya,Clay,32,25,20260209,303,208024,,,Max Alcala Gurri,R,178,ESP,23.4,105413,,,Andrej Martin,R,183,SVK,36.3,6-4 6-3,3,QF,98,1,6,59,41,28,9,10,3,5,1,1,54,33,19,10,9,2,6,366,130,331,149
2026-M-ITF-TUR-2026-006,M25 Antalya,Clay,32,25,20260209,302,206589,,,Gabi Adrian Boitan,R,185,ROU,26.5,200184,,,Andrey Chepelev,L,178,RUS,27.5,6-4 6-4,3,QF,100,5,3,63,38,28,14,10,5,6,3,3,54,40,25,8,10,1,4,314,161,462,98
2026-M-ITF-TUR-2026-006,M25 Antalya,Clay,32,25,20260209,304,117361,,,Akira Santillan,R,180,AUS,28.7,207592,,,Martin Van Der Meerschen,U,,BEL,25.6,7-5 6-1,3,QF,88,3,4,61,34,28,14,10,2,3,2,6,57,29,19,11,9,8,12,309,165,804,34
2026-M-ITF-TUR-2026-006,M25 Antalya,Clay,32,25,20260209,402,208024,,,Max Alcala Gurri,R,178,ESP,23.4,117361,,,Akira Santillan,R,180,AUS,28.7,3-6 6-0 3-1,3,SF,94,2,4,56,36,22,10,9,6,9,4,5,66,37,21,10,10,7,13,366,130,309,165
2026-M-ITF-TUR-2026-006,M25 Antalya,Clay,32,25,20260209,501,206589,,,Gabi Adrian Boitan,R,185,ROU,26.5,208024,,,Max Alcala Gurri,R,178,ESP,23.4,6-4 7-6(1),3,F,120,7,5,62,42,29,11,11,3,6,3,8,83,53,35,9,11,4,8,314,161,366,130
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,110,212306,,,Ignacio Parisca,U,,VEN,20.4,213645,,,Thomas Gimenez,U,,FRA,,6-1 6-3,3,R32,88,1,2,49,30,15,13,8,3,6,1,1,68,44,19,8,8,6,13,854,28,,
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,106,210629,,,Alejandro Juan Mano ,U,,ESP,21.0,213588,,,Esteban Talavera Cortes,U,,ESP,,6-3 6-1,3,R32,84,0,2,49,37,24,9,8,2,3,1,2,56,33,18,6,8,7,12,814,33,1727,2
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,107,212831,,,Samuel Heredia,U,,COL,19.6,212830,,,Samuel Alejandro Linde Palacios,U,,COL,18.2,6-4 2-6 6-1,3,R32,119,5,3,67,32,27,18,12,1,3,1,2,95,59,35,19,13,7,11,759,39,750,40
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,102,200538,,,Matyas Fuele,R,180,HUN,27.1,121264,,,Oscar Jose Gutierrez,R,170,BRA,32.7,6-4 7-5,3,R32,119,7,1,83,51,38,16,11,6,6,3,0,73,48,33,14,11,1,3,786,35,796,35
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,108,209128,,,Diego Augusto Barreto Sanchez,L,183,ESP,23.8,122294,,,Gabriele Maria Noce,R,178,ITA,30.2,6-7(5) 6-4 6-2,3,R32,173,4,0,100,71,45,17,15,5,8,1,3,111,74,45,18,15,11,17,723,44,1082,13
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,101,213766,,,Enrique Carrascosa Diaz,U,,ESP,,207490,,,Carlos Lopez Montagud,R,180,ESP,25.5,7-6(5) 0-0,3,R32,67,1,3,38,25,19,6,6,0,2,1,0,37,27,15,7,6,1,3,1581,3,473,94
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,105,207601,,,Manuel Mazza,R,178,ITA,26.8,208264,,,Carles Hernandez,R,175,ESP,24.7,6-1 7-5,3,R32,103,5,1,65,36,25,18,9,3,3,1,2,63,41,25,9,10,4,8,575,67,914,23
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,111,212816,,,Lucca Helguera Casado,R,,ESP,20.1,207794,,,Younes Lalami Laaroussi,R,188,MAR,24.8,3-6 7-6(2) 6-3,3,R32,165,1,3,98,71,47,16,14,8,10,5,1,128,93,62,13,16,6,9,1001,17,946,20
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,104,202230,,,Maxence Bertimon,U,,FRA,26.3,213059,,,Carles Cordoba,U,,ESP,,3-2 RET,3,R32,,2,0,8,5,5,3,2,0,0,0,1,20,12,8,3,3,1,2,734,42,1845,2
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,115,214404,,,Oscar Pinto Sansano,R,,ESP,22.7,211454,,,Federico Valle,U,,ITA,25.8,6-4 6-7(5) 6-2,3,R32,183,4,1,109,71,51,20,15,8,10,9,4,110,60,42,21,15,6,11,,,1622,3
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,113,133997,,,Sergi Perez Contri,L,175,ESP,28.0,212130,,,Mariano Tammaro,U,,ITA,21.9,5-7 6-0 6-0,3,R32,125,1,4,64,41,28,16,12,4,7,3,1,76,54,26,7,12,5,13,678,50,1635,3
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,116,207764,,,Ryan Nijboer,R,180,NED,26.5,210287,,,Noah Regas Luis,R,,ESP,21.7,7-6(5) 6-3,3,R32,116,3,2,77,54,34,14,11,2,4,3,1,74,49,33,9,10,4,7,536,76,1727,2
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,114,212929,,,Nikola Djukic Valera,U,,ESP,,213742,,,Alberto Garcia Garcia,U,,ESP,,6-4 5-7 6-4,3,R32,189,0,4,96,73,50,10,16,3,7,5,5,112,60,40,22,16,9,14,2039,1,,
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,109,210505,,,Marcel Zielinski,R,,POL,25.2,209978,,,Jordi Garcia Mestre,R,178,ESP,23.3,6-3 6-3,3,R32,103,1,2,58,34,23,18,9,7,8,1,1,67,50,27,9,9,10,14,687,49,,
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,112,202209,,,Imanol Lopez Morillo,R,183,ESP,26.2,205905,,,Sergio Ingles Garre,U,,ESP,26.7,6-4 7-5,3,R32,112,2,0,66,47,34,11,11,4,5,5,1,61,42,31,7,11,1,4,629,57,1847,1
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,103,211390,,,Sergi Fita Juan,U,,ESP,,214015,,,Xavi Palomar,U,,ESP,,6-3 6-3,3,R32,74,1,0,50,30,23,14,9,1,1,0,2,61,42,25,7,9,4,7,1285,7,1502,4
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,202,202230,,,Maxence Bertimon,U,,FRA,26.3,211390,,,Sergi Fita Juan,U,,ESP,,6-3 6-1,3,R16,83,4,1,47,32,24,10,8,2,2,0,5,59,40,26,5,8,3,7,734,42,1285,7
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,205,212306,,,Ignacio Parisca,U,,VEN,20.4,210505,,,Marcel Zielinski,R,,POL,25.2,3-6 6-2 6-2,3,R16,156,7,2,80,45,31,17,13,9,13,2,2,81,53,28,13,12,7,13,854,28,687,49
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,204,209128,,,Diego Augusto Barreto Sanchez,L,183,ESP,23.8,212831,,,Samuel Heredia,U,,COL,19.6,7-6(6) 6-3,3,R16,142,4,1,80,50,31,16,11,5,8,3,3,83,44,31,13,10,3,7,723,44,759,39
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,208,207764,,,Ryan Nijboer,R,180,NED,26.5,214404,,,Oscar Pinto Sansano,R,,ESP,22.7,6-4 6-7(6) 6-4,3,R16,201,0,1,104,70,45,15,16,5,9,4,5,121,70,46,21,16,11,17,536,76,,
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,206,212816,,,Lucca Helguera Casado,R,,ESP,20.1,202209,,,Imanol Lopez Morillo,R,183,ESP,26.2,4-2 RET,3,R16,36,0,2,32,27,17,0,3,6,7,0,2,16,8,3,4,4,1,3,1001,17,629,57
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,203,210629,,,Alejandro Juan Mano ,U,,ESP,21.0,207601,,,Manuel Mazza,R,178,ITA,26.8,6-4 6-1,3,R16,76,0,1,49,35,25,6,8,4,6,0,3,48,35,14,4,9,1,7,814,33,575,67
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,201,200538,,,Matyas Fuele,R,180,HUN,27.1,213766,,,Enrique Carrascosa Diaz,U,,ESP,,6-2 6-3,3,R16,94,1,0,62,38,26,12,8,4,5,0,1,56,34,19,9,9,1,6,786,35,1581,3
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,207,133997,,,Sergi Perez Contri,L,175,ESP,28.0,212929,,,Nikola Djukic Valera,U,,ESP,,6-7(6) 6-3 6-1,3,R16,190,0,7,94,66,40,13,14,6,11,0,4,96,68,34,9,14,7,16,678,50,2039,1
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,303,212306,,,Ignacio Parisca,U,,VEN,20.4,212816,,,Lucca Helguera Casado,R,,ESP,20.1,6-3 6-3,3,QF,99,4,1,58,37,27,10,9,3,5,0,1,56,40,19,6,9,3,8,854,28,1001,17
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,302,210629,,,Alejandro Juan Mano ,U,,ESP,21.0,209128,,,Diego Augusto Barreto Sanchez,L,183,ESP,23.8,6-3 6-2,3,QF,76,1,2,45,30,20,10,8,0,1,1,1,63,40,25,8,9,10,15,814,33,723,44
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,301,200538,,,Matyas Fuele,R,180,HUN,27.1,202230,,,Maxence Bertimon,U,,FRA,26.3,6-3 4-6 7-5,3,QF,144,6,1,94,60,44,18,16,10,13,4,3,95,56,36,22,15,6,10,786,35,734,42
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,304,133997,,,Sergi Perez Contri,L,175,ESP,28.0,207764,,,Ryan Nijboer,R,180,NED,26.5,6-3 7-5,3,QF,125,1,1,66,52,29,7,11,5,10,2,0,64,44,18,8,10,6,13,678,50,536,76
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,401,210629,,,Alejandro Juan Mano ,U,,ESP,21.0,200538,,,Matyas Fuele,R,180,HUN,27.1,6-4 6-2,3,SF,76,0,1,61,51,33,5,9,7,9,0,0,46,30,17,6,9,2,7,814,33,786,35
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,402,133997,,,Sergi Perez Contri,L,175,ESP,28.0,212306,,,Ignacio Parisca,U,,VEN,20.4,6-4 6-1,3,SF,116,0,2,62,38,26,15,8,4,4,1,4,67,38,20,15,9,5,9,678,50,854,28
2026-M-ITF-ESP-2026-008,M15 Almoradi,Clay,32,15,20260209,501,133997,,,Sergi Perez Contri,L,175,ESP,28.0,210629,,,Alejandro Juan Mano ,U,,ESP,21.0,6-4 7-5,3,F,147,1,4,95,67,41,12,11,9,13,0,2,85,60,34,8,11,6,12,678,50,814,33
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,116,208649,,,Andrew Fenty,R,193,USA,25.9,211649,,,Fernando Cavallo,R,188,ARG,20.1,3-6 6-2 7-5,3,R32,131,4,2,84,62,44,12,15,3,7,5,3,99,51,30,25,14,11,16,455,101,924,22
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,113,208265,,,Pierre Delage,R,198,FRA,25.0,200220,,,Ezekiel Clark,R,170,USA,27.5,6-3 6-2,3,R32,89,12,3,53,28,23,13,9,0,1,0,4,53,40,24,4,8,6,10,676,50,902,24
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,112,210044,,,Bruno Kuzuhara,R,175,USA,21.8,210146,,,Martin Katz,U,,BEL,23.0,6-3 6-4,3,R32,112,2,4,66,46,30,9,10,4,7,0,1,74,47,22,15,9,7,12,529,77,,
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,115,213965,,,Andrew Johnson,U,,USA,16.4,213836,,,Gavin Goode,U,,USA,,5-7 6-3 6-1,3,R32,137,0,1,89,65,40,14,14,4,7,0,4,94,60,38,13,14,7,13,1441,4,1302,6
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,103,205825,,,Joao Vitor Goncalves Ceolin,R,180,BRA,26.7,212860,,,Dakotah Bobo,U,,USA,23.0,6-4 6-1,3,R32,99,0,3,47,36,24,5,8,4,6,1,3,75,40,20,15,9,15,21,1201,9,2138,1
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,101,207834,,,Juan Alejandro Hernandez Serrano,R,175,MEX,26.6,208925,,,John Hallquist Lithen,L,,SWE,24.1,6-4 6-0,3,R32,81,2,2,46,28,18,9,8,0,2,1,6,61,34,20,5,8,9,15,413,115,855,28
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,111,210242,,,Ryan Colby,U,,USA,22.3,207881,,,Raul Garcia,U,,BOL,23.9,6-1 6-4,3,R32,102,0,3,61,36,22,16,8,4,5,1,1,71,49,25,9,9,7,12,931,21,,
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,107,132017,,,Mwendwa Mbithi,R,200,USA,28.0,214264,,,Jerrid Gaines,U,,USA,16.6,7-6(5) 7-6(7),3,R32,150,4,10,93,45,30,23,12,6,10,11,7,79,48,35,11,12,1,5,764,38,,
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,108,210652,,,Dragos Nicolae Cazacu,L,180,ROU,21.9,207776,,,William Grant,R,15,USA,24.9,6-0 3-6 6-2,3,R32,136,1,2,86,56,30,20,12,10,13,3,4,65,34,19,12,11,1,7,879,26,642,55
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,105,206867,,,Tommaso Compagnucci,R,173,ITA,26.2,213825,,,Keaton Hance,U,,USA,17.9,6-2 6-0,3,R32,66,1,1,40,29,21,8,7,1,1,0,5,49,30,15,7,7,5,10,509,81,1209,8
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,102,202293,,,Charles Bertimon,U,,FRA,26.3,214017,,,Jon Gamble,U,,USA,,6-0 6-1,3,R32,70,2,1,44,28,20,12,7,3,3,0,1,36,21,7,6,6,4,9,1162,10,1847,1
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,106,210145,,,John Sperle,U,,GER,24.0,208533,,,Joao Victor Couto Loureiro,R,185,BRA,22.8,6-4 3-6 6-0,3,R32,136,3,0,69,42,27,16,12,2,5,3,6,89,53,30,17,13,6,12,778,36,874,26
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,109,208051,,,Axel Nefve,L,193,USA,25.5,207220,,,Taha Baadi,R,183,CAN,24.5,6-3 6-1,3,R32,87,5,5,57,39,31,5,8,8,9,0,1,58,41,21,6,8,7,12,965,19,578,67
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,114,202275,,,Fermin Tenti,R,181,ARG,28.6,212906,,,Lachlan Gaskell,U,,USA,18.6,6-1 6-1,3,R32,71,2,0,44,29,21,9,7,2,3,0,5,61,41,15,9,7,2,8,1002,17,,
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,104,133820,,,Ignacio Monzon,R,173,ARG,28.0,208320,,,Christopher Li,R,,PER,22.5,7-5 6-3,3,R32,132,2,1,50,36,26,5,10,2,6,0,2,79,47,24,13,11,4,11,737,42,1035,15
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,110,208466,,,Evan Bynoe,R,185,USA,26.7,213838,,,Ronit Karki,R,,USA,18.2,7-6(3) 6-0,3,R32,101,4,7,65,45,31,11,9,7,9,2,3,60,30,16,12,9,5,10,928,22,1568,3
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,208,213965,,,Andrew Johnson,U,,USA,16.4,208649,,,Andrew Fenty,R,193,USA,25.9,6-4 7-6(2),3,R16,106,2,3,84,60,34,11,11,5,10,0,3,74,52,25,9,11,6,12,1441,4,455,101
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,201,202293,,,Charles Bertimon,U,,FRA,26.3,207834,,,Juan Alejandro Hernandez Serrano,R,175,MEX,26.6,6-7(4) 6-4 0-0,3,R16,141,3,0,79,47,30,15,11,3,7,3,5,87,54,33,14,12,8,13,1162,10,413,115
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,204,210652,,,Dragos Nicolae Cazacu,L,180,ROU,21.9,132017,,,Mwendwa Mbithi,R,200,USA,28.0,6-0 6-3,3,R16,70,1,1,40,28,21,8,8,0,1,4,1,43,25,10,8,7,3,8,879,26,764,38
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,205,208051,,,Axel Nefve,L,193,USA,25.5,208466,,,Evan Bynoe,R,185,USA,26.7,6-4 2-6 6-2,3,R16,163,4,6,97,54,32,19,13,7,12,0,5,83,50,30,14,13,2,8,965,19,928,22
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,202,133820,,,Ignacio Monzon,R,173,ARG,28.0,205825,,,Joao Vitor Goncalves Ceolin,R,180,BRA,26.7,6-2 7-5,3,R16,127,0,1,51,35,21,10,10,1,5,1,2,65,39,18,11,10,2,9,737,42,1201,9
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,207,202275,,,Fermin Tenti,R,181,ARG,28.6,208265,,,Pierre Delage,R,198,FRA,25.0,4-6 6-3 6-1,3,R16,152,1,4,83,53,28,17,13,4,9,6,9,94,45,28,15,13,11,19,1002,17,676,50
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,203,206867,,,Tommaso Compagnucci,R,173,ITA,26.2,210145,,,John Sperle,U,,GER,24.0,6-3 7-6(0),3,R16,108,3,1,66,48,31,12,11,1,3,0,1,63,36,22,12,10,0,3,509,81,778,36
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,206,210044,,,Bruno Kuzuhara,R,175,USA,21.8,210242,,,Ryan Colby,U,,USA,22.3,7-5 6-4,3,R16,109,1,1,74,53,34,9,11,4,7,1,3,63,34,21,11,11,5,10,529,77,931,21
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,304,213965,,,Andrew Johnson,U,,USA,16.4,202275,,,Fermin Tenti,R,181,ARG,28.6,4-6 6-3 6-3,3,QF,165,0,1,108,83,48,12,14,9,14,0,1,89,66,30,13,14,7,14,1441,4,1002,17
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,302,210652,,,Dragos Nicolae Cazacu,L,180,ROU,21.9,206867,,,Tommaso Compagnucci,R,173,ITA,26.2,7-6(7) 2-6 6-1,3,QF,166,1,1,91,53,32,24,14,4,8,4,0,85,60,41,9,13,6,10,879,26,509,81
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,301,133820,,,Ignacio Monzon,R,173,ARG,28.0,202293,,,Charles Bertimon,U,,FRA,26.3,6-4 5-7 6-1,3,QF,200,3,2,99,84,51,3,14,10,16,0,3,91,64,30,13,15,6,15,737,42,1162,10
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,303,210044,,,Bruno Kuzuhara,R,175,USA,21.8,208051,,,Axel Nefve,L,193,USA,25.5,6-4 6-7(1) 6-1,3,QF,161,0,2,85,53,37,17,15,2,5,4,6,92,53,37,14,14,6,12,529,77,965,19
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,402,213965,,,Andrew Johnson,U,,USA,16.4,210044,,,Bruno Kuzuhara,R,175,USA,21.8,6-2 6-4,3,SF,94,0,4,64,45,29,8,9,0,2,0,2,56,38,21,6,9,2,7,1441,4,529,77
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,401,210652,,,Dragos Nicolae Cazacu,L,180,ROU,21.9,133820,,,Ignacio Monzon,R,173,ARG,28.0,6-1 6-4,3,SF,114,0,0,61,32,24,13,9,5,7,0,0,55,47,22,4,8,6,11,879,26,737,42
2026-M-ITF-USA-2026-005,M15 Sunrise FL,Clay,32,15,20260209,501,213965,,,Andrew Johnson,U,,USA,16.4,210652,,,Dragos Nicolae Cazacu,L,180,ROU,21.9,4-6 6-4 6-4,3,F,149,0,2,103,82,41,13,15,9,15,0,3,100,65,38,15,15,9,16,1441,4,879,26
2026-M-ITF-TUN-2026-006,M25 Monastir,Hard,32,25,20260209,105,207535,,,Marlon Vankan,R,170,GER,25.4,211504,,,Jack Loge,U,,BEL,21.2,7-6(7) 2-6 7-6(1),3,R32,161,4,4,108,56,37,23,16,8,15,3,3,104,61,36,24,16,8,13,740,41,461,98
2026-M-ITF-TUN-2026-006,M25 Monastir,Hard,32,25,20260209,104,208126,,,John Echeverria,R,180,ESP,24.1,210393,,,Maxim Zhukov,R,,RUS,21.0,6-1 6-3,3,R32,85,1,0,40,31,25,7,8,0,0,1,5,63,38,23,8,8,6,10,732,42,541,75
2026-M-ITF-TUN-2026-006,M25 Monastir,Hard,32,25,20260209,102,202065,,,Petros Tsitsipas,R,185,GRE,25.5,208605,,,Mario Gonzalez Fernandez,R,185,ESP,23.7,6-3 1-6 6-4,3,R32,164,10,6,84,45,34,19,13,4,6,1,6,108,65,43,22,13,11,13,823,31,628,57
2026-M-ITF-TUN-2026-006,M25 Monastir,Hard,32,25,20260209,107,208164,,,Yassine Smiej,U,,MAR,26.0,144751,,,Rigele Te,R,188,CHN,28.3,3-6 6-1 6-4,3,R32,251,0,6,80,45,31,15,13,4,9,6,2,94,54,28,18,13,6,13,1520,4,646,54
2026-M-ITF-TUN-2026-006,M25 Monastir,Hard,32,25,20260209,101,209131,,,Eliakim Coulibaly,L,183,CIV,23.7,210605,,,Liam Branger ,U,,FRA,25.0,6-4 6-3,3,R32,101,7,2,54,42,32,7,9,2,2,3,3,70,36,27,15,10,5,8,313,163,1471,4
2026-M-ITF-TUN-2026-006,M25 Monastir,Hard,32,25,20260209,115,212029,,,Dimitris Sakellaridis,R,,GRE,19.7,209316,,,Anthony Genov,L,185,BUL,23.9,6-2 7-5,3,R32,77,1,0,47,34,26,7,10,1,3,0,4,62,38,19,11,10,6,11,679,50,2095,1
2026-M-ITF-TUN-2026-006,M25 Monastir,Hard,32,25,20260209,110,212725,,,Alaa Trifi,U,,TUN,19.0,213537,,,Jose Dominguez Alonso,U,,ESP,,6-3 6-1,3,R32,90,2,7,54,31,22,10,8,0,2,1,2,54,30,11,11,8,3,9,1114,12,2176,1
2026-M-ITF-TUN-2026-006,M25 Monastir,Hard,32,25,20260209,113,209510,,,Nino Ehrenschneider,L,,GER,24.8,211667,,,Matteo Fondriest,U,,ITA,21.4,6-2 6-7(3) 6-3,3,R32,144,4,3,84,59,46,11,15,3,5,2,4,98,54,35,20,14,0,5,551,72,1343,6
2026-M-ITF-TUN-2026-006,M25 Monastir,Hard,32,25,20260209,103,200086,,,Toufik Sahtali,U,,ALG,27.0,214428,,,Alessandro Barbieri,U,,ITA,25.6,6-3 6-1,3,R32,80,0,3,41,22,19,12,8,0,1,1,4,59,31,21,7,8,7,12,793,35,,
2026-M-ITF-TUN-2026-006,M25 Monastir,Hard,32,25,20260209,114,200713,,,Federico Iannaccone,R,183,ITA,26.8,213595,,,Oluwaseun Peter Ogunsakin,U,,NGA,,6-1 6-2,3,R32,89,0,1,50,46,32,1,8,0,1,0,1,57,33,14,11,7,9,14,663,52,,
2026-M-ITF-TUN-2026-006,M25 Monastir,Hard,32,25,20260209,116,212225,,,Thomas Faurel,U,,FRA,20.0,214082,,,Justin Lenders,U,,SUI,,6-1 6-2,3,R32,77,0,1,49,31,22,8,7,2,3,0,5,48,26,10,6,8,2,8,456,101,2039,1
2026-M-ITF-TUN-2026-006,M25 Monastir,Hard,32,25,20260209,111,212788,,,Amir Omarkhanov,U,,KAZ,18.2,212593,,,Filip Krolo,R,,GER,24.7,7-5 7-6(5),3,R32,134,0,6,82,51,33,13,12,3,8,2,8,85,55,30,12,12,9,15,805,34,2196,1
2026-M-ITF-TUN-2026-006,M25 Monastir,Hard,32,25,20260209,112,213174,,,Mickael Kaouk,U,,FRA,,208328,,,Max Wiskandt,R,191,GER,24.0,6-3 6-2,3,R32,74,3,3,44,21,19,16,8,2,2,0,2,51,27,15,13,9,0,4,1581,3,452,102
2026-M-ITF-TUN-2026-006,M25 Monastir,Hard,32,25,20260209,109,144985,,,Ergi Kirkin,R,180,TUR,27.0,134310,,,Alexey Aleshchev,R,,RUS,27.1,6-3 6-2,3,R32,82,4,1,50,30,23,12,8,0,0,2,1,62,47,26,5,9,8,12,595,63,1427,5
2026-M-ITF-TUN-2026-006,M25 Monastir,Hard,32,25,20260209,106,200070,,,Kirill Kivattsev,R,193,RUS,28.3,209360,,,Samir Hamza Reguig,R,183,ALG,24.0,3-6 6-4 7-5,3,R32,183,3,4,96,59,39,17,15,6,11,1,2,110,74,46,16,16,4,10,583,66,831,31
2026-M-ITF-TUN-2026-006,M25 Monastir,Hard,32,25,20260209,108,126627,,,Johan Nikles,R,173,SUI,28.8,208147,,,Alexandre Aubriot,R,188,FRA,26.6,7-5 6-3,3,R32,106,0,0,56,35,26,11,10,1,3,1,5,70,45,27,11,11,6,11,556,71,1650,2
2026-M-ITF-TUN-2026-006,M25 Monastir,Hard,32,25,20260209,201,209131,,,Eliakim Coulibaly,L,183,CIV,23.7,202065,,,Petros Tsitsipas,R,185,GRE,25.5,7-5 2-6 6-2,3,R16,161,5,9,87,56,35,15,14,5,10,9,11,92,53,32,16,14,6,12,313,163,823,31
2026-M-ITF-TUN-2026-006,M25 Monastir,Hard,32,25,20260209,205,144985,,,Ergi Kirkin,R,180,TUR,27.0,212725,,,Alaa Trifi,U,,TUN,19.0,7-5 6-3,3,R16,100,0,2,76,60,32,7,10,6,11,0,6,78,47,24,9,11,7,15,595,63,1114,12
2026-M-ITF-TUN-2026-006,M25 Monastir,Hard,32,25,20260209,202,200086,,,Toufik Sahtali,U,,ALG,27.0,208126,,,John Echeverria,R,180,ESP,24.1,6-1 6-4,3,R16,109,0,3,62,34,22,17,9,3,4,1,5,50,33,20,5,8,0,4,793,35,732,42
2026-M-ITF-TUN-2026-006,M25 Monastir,Hard,32,25,20260209,208,212225,,,Thomas Faurel,U,,FRA,20.0,212029,,,Dimitris Sakellaridis,R,,GRE,19.7,7-5 6-3,3,R16,117,0,1,53,43,30,6,10,0,2,2,5,88,69,37,8,11,6,11,456,101,679,50
2026-M-ITF-TUN-2026-006,M25 Monastir,Hard,32,25,20260209,207,200713,,,Federico Iannaccone,R,183,ITA,26.8,209510,,,Nino Ehrenschneider,L,,GER,24.8,6-3 6-3,3,R16,102,1,1,54,40,28,9,9,2,3,1,1,55,41,24,6,9,2,6,663,52,551,72
