tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,113,200184,,,Andrey Chepelev,L,178,RUS,27.4,212830,,,Samuel Alejandro Linde Palacios,U,,COL,18.1,3-6 6-1 6-3,3,R32,124,2,3,65,47,29,11,12,2,6,3,4,89,58,32,11,13,7,14,461,97,755,39
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,106,126185,,,Evgenii Tiurnev,R,191,RUS,28.7,212624,,,Nikola Jovic,U,,SRB,19.0,3-6 6-4 6-3,3,R32,129,8,3,77,43,33,19,14,11,14,1,6,97,66,43,16,14,9,13,838,29,1292,7
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,114,207708,,,Dusan Obradovic,L,,SRB,24.7,207704,,,Alex Marti Pujolras,R,185,ESP,26.9,6-4 6-3,3,R32,82,1,0,47,24,17,17,9,1,2,1,5,67,42,24,13,10,5,9,566,69,505,84
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,112,208269,,,Felix Gill,L,175,GBR,23.5,200024,,,Makoto Ochi,L,175,JPN,29.6,6-0 6-2,3,R32,72,1,3,38,25,20,8,7,0,0,1,1,49,34,13,7,7,5,10,371,128,1333,6
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,105,210042,,,Gabriele Piraino,L,188,ITA,22.1,214374,,,Panya Stauffer,U,,SUI,22.8,6-1 6-2,3,R32,76,4,3,37,25,23,7,7,0,0,1,10,74,33,17,17,8,14,19,342,144,,
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,115,105011,,,Illya Marchenko,R,185,UKR,38.3,214170,,,Cagan Efe Tufecki,R,,TUR,22.2,6-0 7-5,3,R32,98,1,2,57,30,22,12,9,4,6,0,0,59,44,19,8,9,8,14,1347,5,2171,1
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,111,208250,,,Mihai Razvan Marinescu,R,,ROU,24.3,213970,,,Nicolas Hurtado Novoa,L,,COL,,6-0 6-2,3,R32,62,1,2,37,19,16,10,7,0,1,0,1,37,33,12,0,7,1,7,939,21,2092,1
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,104,210682,,,Federico Bondioli,L,185,ITA,20.6,213856,,,Calin Apostol,U,,ROU,18.4,6-3 6-4,3,R32,82,0,4,48,27,17,12,9,0,3,0,4,52,35,17,8,10,2,8,439,106,,
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,107,208071,,,Oleksii Krutykh,R,185,UKR,25.8,213618,,,Daniel Lechner,U,,ITA,,6-1 6-1,3,R32,59,4,1,35,17,16,13,7,0,0,2,3,47,25,16,4,7,1,6,571,67,,
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,102,210732,,,Miha Vetrih,U,,SLO,23.3,212831,,,Samuel Heredia,U,,COL,19.5,6-1 6-2,3,R32,77,10,2,55,28,25,14,8,2,2,3,3,55,27,14,14,7,7,11,1332,6,756,39
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,108,200484,,,Rudolf Molleker,R,188,GER,25.1,200096,,,Dragos Nicolae Madaras,L,191,SWE,28.3,6-3 7-6(5),3,R32,122,2,5,65,41,30,11,10,4,6,8,3,84,49,33,14,11,9,13,392,121,578,65
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,116,202199,,,Carlos Sanchez Jover,L,173,ESP,25.4,213958,,,Ramazan Kaan Oktay,U,,TUR,,6-4 6-4,3,R32,91,0,0,49,32,20,13,10,0,2,3,1,59,31,21,11,10,1,5,316,161,2035,1
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,109,134840,,,Raul Brancaccio,R,185,ITA,28.6,214266,,,Stefan Ilie Bogdan Petre,U,,ROU,17.6,6-2 6-4,3,R32,81,2,3,55,27,19,16,9,1,3,0,2,53,32,13,10,9,2,7,384,124,1941,1
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,103,209251,,,Stefan Popovic,R,178,SRB,22.6,210200,,,Yanaki Milev,R,180,BUL,21.7,6-3 4-6 6-2,3,R32,132,0,3,80,45,26,23,14,2,6,1,5,90,54,31,17,13,8,14,568,68,733,42
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,110,212934,,,Antoni Fabre,U,,FRA,,208892,,,Mohamed Ali Abibsi,R,183,ALG,23.5,6-2 3-0,3,R32,60,0,0,32,24,15,5,5,1,2,0,3,37,20,9,6,6,4,9,1816,2,,
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,101,202262,,,Filip Cristian Jianu,R,180,ROU,24.2,213812,,,Junzhang Fu,U,,CHN,,6-0 6-0,3,R32,48,1,0,33,17,16,10,6,0,0,0,7,31,10,4,3,6,2,8,278,190,,
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,207,207708,,,Dusan Obradovic,L,,SRB,24.7,200184,,,Andrey Chepelev,L,178,RUS,27.4,4-6 6-4 6-1,3,R16,126,2,1,75,42,28,20,14,1,4,1,2,70,55,34,6,13,1,6,566,69,461,97
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,204,200484,,,Rudolf Molleker,R,188,GER,25.1,208071,,,Oleksii Krutykh,R,185,UKR,25.8,6-3 5-7 7-6(5),3,R16,150,5,7,102,60,46,22,17,3,7,8,1,95,61,46,14,16,3,7,392,121,571,67
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,206,208269,,,Felix Gill,L,175,GBR,23.5,208250,,,Mihai Razvan Marinescu,R,,ROU,24.3,6-2 6-0,3,R16,56,4,0,35,24,20,8,7,0,0,0,2,37,23,12,3,7,2,7,371,128,939,21
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,202,210682,,,Federico Bondioli,L,185,ITA,20.6,209251,,,Stefan Popovic,R,178,SRB,22.6,6-1 6-0,3,R16,75,3,1,39,26,20,9,7,1,1,0,3,58,39,20,5,6,3,8,439,106,568,68
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,203,126185,,,Evgenii Tiurnev,R,191,RUS,28.7,210042,,,Gabriele Piraino,L,188,ITA,22.1,6-2 4-6 6-4,3,R16,152,3,3,97,51,39,13,14,8,14,0,3,85,50,25,13,14,3,11,838,29,342,144
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,205,134840,,,Raul Brancaccio,R,185,ITA,28.6,212934,,,Antoni Fabre,U,,FRA,,7-6(3) 6-3,3,R16,102,3,4,79,49,32,9,11,4,10,1,3,58,41,16,8,10,2,9,384,124,1816,2
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,208,202199,,,Carlos Sanchez Jover,L,173,ESP,25.4,105011,,,Illya Marchenko,R,185,UKR,38.3,7-6(5) 7-6(8),3,R16,147,3,2,93,70,50,12,12,4,5,3,9,102,62,45,19,12,4,5,316,161,1347,5
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,201,202262,,,Filip Cristian Jianu,R,180,ROU,24.2,210732,,,Miha Vetrih,U,,SLO,23.3,6-0 6-2,3,R16,61,0,1,35,22,21,7,7,0,0,1,1,43,23,13,7,7,3,8,278,190,1332,6
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,304,207708,,,Dusan Obradovic,L,,SRB,24.7,202199,,,Carlos Sanchez Jover,L,173,ESP,25.4,6-3 6-4,3,QF,86,2,0,62,38,25,10,10,3,6,1,2,71,57,31,3,9,9,14,566,69,316,161
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,303,208269,,,Felix Gill,L,175,GBR,23.5,134840,,,Raul Brancaccio,R,185,ITA,28.6,6-2 6-3,3,QF,81,1,2,50,36,28,7,8,2,2,2,2,61,34,23,10,9,5,9,371,128,384,124
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,301,202262,,,Filip Cristian Jianu,R,180,ROU,24.2,210682,,,Federico Bondioli,L,185,ITA,20.6,6-2 6-1,3,QF,83,0,2,39,27,19,5,7,0,2,1,9,62,37,16,7,8,6,13,278,190,439,106
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,302,200484,,,Rudolf Molleker,R,188,GER,25.1,126185,,,Evgenii Tiurnev,R,191,RUS,28.7,6-4 6-7(2) 6-3,3,QF,123,2,5,90,55,44,23,16,2,2,19,1,81,52,43,16,15,2,4,392,121,838,29
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,402,208269,,,Felix Gill,L,175,GBR,23.5,207708,,,Dusan Obradovic,L,,SRB,24.7,1-6 6-3 7-6(4),3,SF,166,0,3,115,79,46,19,14,12,16,2,1,103,74,49,14,14,3,6,371,128,566,69
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,401,202262,,,Filip Cristian Jianu,R,180,ROU,24.2,200484,,,Rudolf Molleker,R,188,GER,25.1,6-1 6-0,3,SF,64,1,0,40,28,20,9,7,0,0,0,1,37,21,9,4,6,1,6,278,190,392,121
2026-M-ITF-TUR-2026-001,M25 Antalya,Clay,32,25,20260105,501,208269,,,Felix Gill,L,175,GBR,23.5,202262,,,Filip Cristian Jianu,R,180,ROU,24.2,6-2 1-6 6-2,3,F,106,0,0,69,44,25,12,12,3,8,0,0,59,49,24,2,11,3,9,371,128,278,190
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,105,212788,,,Amir Omarkhanov,U,,KAZ,18.1,212405,,,Gavin Young,U,,USA,23.3,4-6 6-2 7-5,3,R32,173,2,4,98,66,45,16,15,6,9,2,1,109,82,49,13,15,6,11,826,31,1070,13
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,107,110751,,,Sebastian Fanselow,R,,GER,34.0,212922,,,Maties Torres Ramis,U,,ESP,,7-6(5) 6-4,3,R32,125,5,3,75,51,35,14,11,1,3,1,2,71,48,30,14,11,2,5,1063,14,,
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,115,106249,,,Joao Domingues,R,178,POR,32.2,214375,,,Luis Andres Flores Avila,U,,MEX,17.6,7-5 6-2,3,R32,116,0,0,60,46,31,9,10,2,3,1,3,66,42,23,11,10,4,8,1216,8,,
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,104,213760,,,Pavel Lagutin,U,,RUS,20.8,212574,,,Egor Pleshivtsev,U,,RUS,,6-0 6-3,3,R32,70,2,0,39,27,20,8,7,2,3,0,2,49,33,13,5,8,1,7,919,22,1235,8
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,102,103031,,,Julian Alonso,R,185,ESP,48.4,214376,,,Taiki Takizawa,U,,AUS,15.4,6-3 6-4,3,R32,97,1,1,66,41,30,14,10,1,1,3,4,58,30,22,14,9,1,3,,,,
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,109,129814,,,Ivan Ivanov,R,,BUL,17.1,207864,,,Noel Larwig,U,,GER,24.2,6-2 6-3,3,R32,89,1,0,62,40,25,12,9,6,8,0,0,57,42,18,8,8,8,13,942,20,1083,13
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,110,212498,,,Benoit Torcq,U,,BEL,20.3,212834,,,Nicolas Garcia Longo,U,,ARG,20.6,6-4 6-2,3,R32,78,1,0,45,27,21,11,9,0,2,1,1,56,43,22,6,9,3,8,2136,1,1163,10
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,116,202209,,,Imanol Lopez Morillo,R,183,ESP,26.1,209887,,,Liam Gavrielides,R,188,GER,21.9,6-4 6-2,3,R32,93,3,0,51,32,28,11,9,1,1,0,1,48,27,16,13,9,1,4,665,51,2035,1
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,108,211596,,,Yaroslav Demin,R,185,RUS,20.3,205885,,,Joao Graa,U,,POR,25.0,6-0 6-1,3,R32,58,1,0,42,34,25,4,6,2,2,0,1,42,29,12,1,7,3,9,937,21,1249,8
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,101,212090,,,Sergio Callejon Hernando,U,,ESP,21.3,214015,,,Xavi Palomar,U,,ESP,,6-2 6-2,3,R32,73,0,2,42,24,17,11,8,0,1,0,3,48,30,16,6,8,2,7,527,78,1470,4
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,112,210537,,,Josip Simundza,L,196,CRO,21.0,214096,,,llan Hediger,U,,SUI,19.3,7-6(5) 6-4,3,R32,132,6,1,84,53,36,17,11,4,6,0,1,85,64,39,11,11,6,9,747,40,,
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,106,212752,,,Filippo Alberti,U,,ITA,22.5,106064,,,Lucas Renard,R,183,SWE,33.2,6-3 6-4,3,R32,88,1,1,54,37,28,12,10,1,2,2,3,55,38,23,10,9,3,6,1272,7,1941,1
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,113,132018,,,Drew Van Orderlain,R,173,USA,31.5,212978,,,Izan Almazan Valiente,U,,ESP,19.8,7-6(3) 6-1,3,R32,106,0,1,75,54,31,10,9,6,9,4,4,56,39,22,2,10,2,8,1840,2,854,28
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,103,214377,,,Tito Chavez,U,,ESP,17.9,214378,,,Ruben Lebron Puerta,U,,ESP,18.6,6-1 1-0,3,R32,46,0,1,21,11,10,9,5,0,0,0,1,26,19,8,3,4,0,3,,,,
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,114,212064,,,Duje Markovina,U,,CRO,18.3,214379,,,Fu Wang Choi,U,,HKG,14.9,6-2 6-1,3,R32,78,4,1,49,32,27,10,8,6,6,0,2,56,40,19,7,7,10,14,1448,4,,
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,111,213800,,,Ty Host,U,,AUS,18.6,214380,,,Atakan Cinar,R,,GER,17.7,6-3 6-4,3,R32,105,5,4,68,46,30,6,10,5,8,1,4,68,32,17,17,9,3,8,2222,1,,
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,207,212064,,,Duje Markovina,U,,CRO,18.3,132018,,,Drew Van Orderlain,R,173,USA,31.5,6-4 4-6 6-2,3,R16,133,6,1,84,63,46,11,14,4,6,0,2,91,68,41,12,14,4,8,1448,4,1840,2
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,202,213760,,,Pavel Lagutin,U,,RUS,20.8,214377,,,Tito Chavez,U,,ESP,17.9,6-2 6-2,3,R16,83,2,2,51,36,26,7,8,5,6,0,5,64,43,23,7,8,6,11,919,22,,
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,203,212788,,,Amir Omarkhanov,U,,KAZ,18.1,212752,,,Filippo Alberti,U,,ITA,22.5,7-6(0) 6-2,3,R16,115,1,2,68,46,30,13,10,5,7,0,3,71,41,24,13,10,7,11,826,31,1272,7
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,208,202209,,,Imanol Lopez Morillo,R,183,ESP,26.1,106249,,,Joao Domingues,R,178,POR,32.2,7-6(1) 6-3,3,R16,180,1,0,108,61,36,21,11,13,18,1,1,79,54,29,8,10,8,14,665,51,1216,8
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,206,210537,,,Josip Simundza,L,196,CRO,21.0,213800,,,Ty Host,U,,AUS,18.6,4-6 6-3 6-0,3,R16,116,2,3,75,46,39,11,13,3,5,8,3,73,44,26,12,12,6,11,747,40,2222,1
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,204,211596,,,Yaroslav Demin,R,185,RUS,20.3,110751,,,Sebastian Fanselow,R,,GER,34.0,4-6 6-4 6-4,3,R16,167,6,2,88,53,36,20,15,6,9,1,4,117,73,46,22,15,14,18,937,21,1063,14
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,201,103031,,,Julian Alonso,R,185,ESP,48.4,212090,,,Sergio Callejon Hernando,U,,ESP,21.3,6-3 5-7 6-4,3,R16,162,8,5,98,61,47,20,16,5,6,0,2,86,53,38,21,15,3,5,,,527,78
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,205,129814,,,Ivan Ivanov,R,,BUL,17.1,212498,,,Benoit Torcq,U,,BEL,20.3,6-3 6-3,3,R16,82,1,1,64,48,28,12,9,9,10,0,1,54,28,17,12,9,6,10,942,20,2136,1
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,301,213760,,,Pavel Lagutin,U,,RUS,20.8,103031,,,Julian Alonso,R,185,ESP,48.4,6-4 7-6(4),3,QF,143,4,2,81,46,33,18,11,4,5,2,1,90,49,31,20,11,11,13,919,22,,
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,302,211596,,,Yaroslav Demin,R,185,RUS,20.3,212788,,,Amir Omarkhanov,U,,KAZ,18.1,6-7(5) 6-4 7-5,3,QF,207,2,3,127,83,54,21,17,14,18,4,5,115,80,44,21,17,4,10,937,21,826,31
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,304,202209,,,Imanol Lopez Morillo,R,183,ESP,26.1,212064,,,Duje Markovina,U,,CRO,18.3,6-3 6-2,3,QF,91,1,1,43,29,23,7,8,0,1,2,1,59,39,20,6,9,7,12,665,51,1448,4
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,303,129814,,,Ivan Ivanov,R,,BUL,17.1,210537,,,Josip Simundza,L,196,CRO,21.0,6-7(8) 6-4 6-2,3,QF,184,4,6,93,67,51,11,15,2,5,5,6,130,79,46,25,15,16,22,942,20,747,40
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,402,129814,,,Ivan Ivanov,R,,BUL,17.1,202209,,,Imanol Lopez Morillo,R,183,ESP,26.1,7-5 7-6(5),3,SF,168,2,0,81,49,32,18,12,5,8,2,6,109,64,38,21,12,12,16,942,20,665,51
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,401,211596,,,Yaroslav Demin,R,185,RUS,20.3,213760,,,Pavel Lagutin,U,,RUS,20.8,7-5 6-3,3,SF,131,4,2,81,57,35,13,10,11,13,0,4,68,42,25,11,11,7,12,937,21,919,22
2026-M-ITF-ESP-2026-001,M15 Manacor,Hard,32,15,20260105,501,211596,,,Yaroslav Demin,R,185,RUS,20.3,129814,,,Ivan Ivanov,R,,BUL,17.1,6-2 6-0,3,F,67,6,0,36,21,19,11,7,1,1,0,0,55,39,19,6,7,8,13,937,21,942,20
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,108,210714,,,Robin Catry,R,196,FRA,23.8,104932,,,Kenny De Schepper,L,203,FRA,38.6,6-2 6-7(4) 6-2,3,R32,171,6,6,94,58,41,18,14,2,5,0,3,110,70,38,19,14,11,18,576,66,713,45
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,105,207200,,,Cyril Vandermeersch,R,180,FRA,26.6,149108,,,Loic Namigandet Tenguere,U,,FRA,27.0,7-6(3) 4-6 7-6(7),3,R32,193,10,5,127,75,57,27,17,3,5,15,3,127,81,61,24,17,3,4,444,103,1642,3
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,102,210048,,,Pierre Yves Bailly,U,,BEL,22.2,213345,,,Arsene Pougault,U,,FRA,20.9,6-1 6-1,3,R32,57,2,0,32,22,19,9,7,0,0,0,1,34,20,9,3,7,0,5,859,27,,
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,101,202230,,,Maxence Bertimon,U,,FRA,26.2,200329,,,Remy Bertola,R,175,SUI,27.3,7-5 6-4,3,R32,91,1,2,68,47,33,12,11,2,4,2,4,62,44,31,8,11,1,5,749,40,255,212
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,106,214229,,,Mathys Picard,U,,FRA,18.0,212935,,,Ferdinand Livet Novkirichka,U,,FRA,,6-7(5) 6-1 6-0,3,R32,140,1,1,75,50,37,17,13,0,1,0,3,87,58,35,10,12,5,11,1711,2,1414,5
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,107,209985,,,Amaury Raynel,R,180,FRA,23.5,200276,,,Niklas Schell,R,191,GER,27.0,6-2 6-2,3,R32,83,5,3,49,32,23,10,8,1,2,1,5,47,28,12,7,8,3,8,750,40,857,28
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,103,210494,,,Theo Papamalamis,R,183,FRA,19.9,213410,,,Romain Andres,U,,FRA,18.8,6-3 6-2,3,R32,94,6,1,49,32,23,8,9,0,3,1,1,58,42,18,7,8,6,12,742,40,2035,1
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,104,200445,,,Maxence Beauge,R,183,FRA,25.5,126125,,,Maxime Janvier,R,196,FRA,29.2,7-6(6) 0-0,3,R32,73,7,1,48,30,23,11,6,6,6,2,1,39,28,21,8,6,0,0,618,59,529,78
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,113,211504,,,Jack Loge,U,,BEL,21.1,144923,,,Louis Wessels,R,198,GER,27.3,6-4 6-2,3,R32,82,3,1,65,41,32,11,9,3,3,0,2,54,41,28,3,9,5,8,491,88,613,60
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,116,131911,,,Lucas Poullain,R,175,FRA,30.0,212518,,,Leo Deflandre,U,,FRA,23.8,2-6 6-4 6-0,3,R32,104,0,1,62,43,35,9,12,2,4,1,0,71,42,29,13,12,6,10,404,117,2217,1
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,109,211621,,,Arthur Nagel ,U,,FRA,22.7,210604,,,Loann Massard ,U,,FRA,20.4,0-6 6-3 6-2,3,R32,92,0,1,67,47,29,12,12,3,6,3,1,59,38,24,12,11,2,5,577,66,612,60
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,110,104510,,,Stefan Seifert,L,,GER,40.8,206905,,,Louis Herman,U,,BEL,24.6,3-6 6-2 6-3,3,R32,128,2,4,81,56,42,11,13,3,6,6,1,87,52,34,16,13,8,13,1363,5,1832,2
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,111,213608,,,Moise Kouame,R,,FRA,16.8,209355,,,Timo Legout,R,178,FRA,23.8,3-6 7-6(5) 0-0,3,R32,128,3,1,73,42,29,15,12,3,7,0,4,74,50,32,13,10,8,10,833,30,1431,4
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,114,213977,,,Cosme Rolland De Ravel,U,,FRA,21.5,144915,,,Mikalai Haliak,R,183,BLR,27.3,6-3 6-0,3,R32,62,2,1,40,20,18,13,8,1,2,0,3,46,29,13,7,7,3,8,1250,7,794,34
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,115,210447,,,Leo Raquillet,R,191,FRA,20.2,207793,,,Alec Deckers,R,193,NED,25.6,1-6 7-6(3) 6-3,3,R32,152,4,2,89,48,38,20,13,5,7,10,3,115,67,46,23,15,13,15,766,37,635,56
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,112,211901,,,Yanis Ghazouani Durand,U,,FRA,25.5,144716,,,Oleg Prihodko,R,180,UKR,28.2,6-3 7-5,3,R32,99,1,1,60,37,28,14,11,3,4,3,3,72,42,28,12,10,4,7,763,38,435,106
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,202,210494,,,Theo Papamalamis,R,183,FRA,19.9,200445,,,Maxence Beauge,R,183,FRA,25.5,6-4 6-2,3,R16,96,2,0,51,28,24,13,9,0,0,5,2,54,32,21,10,9,0,3,742,40,618,59
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,203,207200,,,Cyril Vandermeersch,R,180,FRA,26.6,214229,,,Mathys Picard,U,,FRA,18.0,6-2 6-0,3,R16,62,4,1,40,21,16,12,7,0,1,1,1,43,27,12,3,7,2,8,444,103,1711,2
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,206,213608,,,Moise Kouame,R,,FRA,16.8,211901,,,Yanis Ghazouani Durand,U,,FRA,25.5,3-6 6-2 6-4,3,R16,146,6,3,83,50,35,11,13,6,11,5,2,100,68,41,11,14,14,21,833,30,763,38
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,208,131911,,,Lucas Poullain,R,175,FRA,30.0,210447,,,Leo Raquillet,R,191,FRA,20.2,6-3 6-4,3,R16,81,2,0,49,33,25,10,9,2,4,1,1,59,33,17,12,10,1,6,404,117,766,37
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,207,213977,,,Cosme Rolland De Ravel,U,,FRA,21.5,211504,,,Jack Loge,U,,BEL,21.1,4-6 6-1 7-6(6),3,R16,142,6,4,84,52,42,16,15,0,2,3,0,100,73,44,15,14,5,8,1250,7,491,88
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,201,210048,,,Pierre Yves Bailly,U,,BEL,22.2,202230,,,Maxence Bertimon,U,,FRA,26.2,6-4 7-5,3,R16,133,0,2,78,47,32,14,11,7,10,2,1,74,48,25,13,11,4,9,859,27,749,40
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,204,210714,,,Robin Catry,R,196,FRA,23.8,209985,,,Amaury Raynel,R,180,FRA,23.5,7-5 6-2,3,R16,116,4,5,66,38,24,13,10,8,11,1,3,64,43,21,10,10,3,9,576,66,750,40
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,205,211621,,,Arthur Nagel ,U,,FRA,22.7,104510,,,Stefan Seifert,L,,GER,40.8,6-2 6-3,3,R16,71,4,0,53,36,26,9,9,1,2,2,1,45,31,19,6,8,1,5,577,66,1363,5
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,301,210494,,,Theo Papamalamis,R,183,FRA,19.9,210048,,,Pierre Yves Bailly,U,,BEL,22.2,6-1 6-2,3,QF,76,1,0,49,24,17,16,8,0,1,0,1,44,29,15,3,7,3,8,742,40,859,27
2026-M-ITF-FRA-2026-002,M25 Hazebrouck,Hard,32,25,20260105,302,207200,,,Cyril Vandermeersch,R,180,FRA,26.6,210714,,,Robin Catry,R,196,FRA,23.8,6-2 6-3,3,QF,76,3,2,51,32,28,11,9,2,2,3,0,47,31,19,9,8,5,8,444,103,576,66
